id,name,description,picture_url,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,host_is_superhost,host_response_time,host_response_rate,host_acceptance_rate,reviews_per_month,region,cleaned_name
46075495,3BR Family Apartment in Northeast Singapore,"Located in one of Singapore’s most popular suburbs and above the Hougang One Shopping Mall, my apartment is perfect for guests who are more adventurous and looking for a different Singapore experience. With a wide range of shopping and dining options like a supermarket and 24-hour food centre right at your doorstep, you’ll always have what you need. My apartment is also close to the Business and Industrial Parks of northeast Singapore making it ideal for business travellers as well.",https://a0.muscache.com/pictures/23a197ad-5b1b-411b-bca8-08e0dbbddc9a.jpg,Hougang,1.37689,103.87992,Entire serviced apartment,Entire home/apt,6,2 baths,3,4,731,6,1,5,5,4,5,5,5,4,FALSE,TRUE,within a few hours,100%,100%,0.02,North-East Region,3BR Family Apartment in Northeast Singapore
46096669,Beautiful Staycation with Private Pool,Condo with Private Pool,https://a0.muscache.com/pictures/hosting/Hosting-46096669/original/25e33ae8-31b1-4a53-8015-b59cc8dccbf6.jpeg,Toa Payoh,1.3427,103.86753,Entire condo,Entire home/apt,2,1.5 baths,1,2,300,92,8,4.63,4.75,4.25,4.88,5,5,4.63,TRUE,FALSE,,,,0.16,Central Region,Beautiful Staycation
46108799,Stay in Northeast Singapore - 3BR Apartment,"Located in one of Singapore’s most popular suburbs and above the Hougang One Shopping Mall, my apartment is perfect for guests who are more adventurous and looking for a different Singapore experience. With a wide range of shopping and dining options like a supermarket and 24-hour food centre right at your doorstep, you’ll always have what you need. My apartment is also close to the Business and Industrial Parks of northeast Singapore making it ideal for business travellers as well.",https://a0.muscache.com/pictures/ef04b833-bc4f-42f6-a984-fe378889c15c.jpg,Hougang,1.37475,103.88005,Entire serviced apartment,Entire home/apt,6,2 baths,3,4,685,6,1,5,5,5,3,5,4,5,TRUE,TRUE,within a few hours,100%,100%,0.04,North-East Region,Stay in Northeast Singapore 3BR Apartment
46144509,"Double, Window, DAYUSE, 5 hours: 4PM-9PM","Longing for an afternoon break from the hustle or just need some alone time with your loved one? A short day staycation may do the trick to revive you.<br />Be it alone, with your partner or just with a close friend, you can book the Cabin M to have a restful nap, or just to watch Netflix or have a private heart-to-heart talk away from the crowd, ST Signature Lite is your perfect choice.",https://a0.muscache.com/pictures/miso/Hosting-46144509/original/1cbc0e0f-17a4-48cf-8d99-b5395a86d36e.jpeg,Downtown Core,1.29648,103.8571,Room in boutique hotel,Private room,2,1 private bath,0,1,110,1,16,4.81,4.88,4.56,4.69,4.75,4.75,4.44,TRUE,FALSE,within an hour,100%,100%,0.32,Central Region,Double Window DAYUSE hours 4PM9PM
46145057,"Double, Window, DAYUSE, 5 hours: 9AM-2PM","Suffering from Jetlag and the meeting is in the afternoon? Now you can have a few hours of rest to get yourself refreshed in an ensuite double bed cabin before your important meeting.<br />Just have a few hours in Singapore and need a place to recharge before going to the next destination, ST Signature Lite is the place you rely on to have a good shower, savour nice local food and park your luggage for a quick shopping nearby.",https://a0.muscache.com/pictures/miso/Hosting-46145057/original/7d99b9a6-6e43-4dff-ac96-9811c3777cf2.jpeg,Downtown Core,1.29635,103.85682,Room in boutique hotel,Private room,2,1 private bath,0,1,97,1,6,5,4.67,5,4.83,4.83,4.83,4.67,TRUE,TRUE,within an hour,100%,95%,0.12,Central Region,Double Window DAYUSE hours 9AM2PM
46474181,Stay in Robertson Quay - 2 Bedroom Apartment,"Located on the banks of the Singapore River at the trendy Robertson Quay, my apartment is within walking distance to a wide range of dining and entertainment options. With the Central Business District close by as well, business travellers will also find its location ideal. Additionally, my apartment is also just a short stroll away from the culture rich Chinatown if you’re in the mood for some exploring.",https://a0.muscache.com/pictures/33deb1ec-b064-4fed-85a2-37fc42645490.jpg,Singapore River,1.29244,103.84253,Entire serviced apartment,Entire home/apt,5,2 baths,2,3,650,6,3,5,4.67,5,5,4.67,5,4.67,FALSE,,,,,0.21,Central Region,Stay in Robertson Quay Bedroom Apartment
46475439,Serene 2BR Apartment at Robertson Quay,"Located on the banks of the Singapore River at the trendy Robertson Quay, my apartment is within walking distance to a wide range of dining and entertainment options. With the Central Business District close by as well, business travellers will also find its location ideal. Additionally, my apartment is also just a short stroll away from the culture rich Chinatown if you’re in the mood for some exploring.",https://a0.muscache.com/pictures/3528d045-b2cf-4f65-adfd-bfd1616ffd57.jpg,Singapore River,1.29046,103.84247,Entire serviced apartment,Entire home/apt,5,2 baths,2,3,610,6,3,4.67,4,4.67,5,5,5,4.67,FALSE,,,,,0.11,Central Region,Serene 2BR Apartment at Robertson Quay
46475535,Comfy 3BR Apartment at Robertson Quay,"Located on the banks of the Singapore River at the trendy Robertson Quay, my apartment is within walking distance to a wide range of dining and entertainment options. With the Central Business District close by as well, business travellers will also find its location ideal. Additionally, my apartment is also just a short stroll away from the culture rich Chinatown if you’re in the mood for some exploring.",https://a0.muscache.com/pictures/b683bef2-0bb0-43e5-872d-4794371775b0.jpg,River Valley,1.29191,103.84025,Entire serviced apartment,Entire home/apt,6,2 baths,3,4,1195,6,7,4.86,4.86,4.71,4.86,4.86,5,4.57,FALSE,,,,,0.31,Central Region,Comfy 3BR Apartment at Robertson Quay
46475821,Explore Fort Canning - 3BR Apartment,"Located on the banks of the Singapore River at the trendy Robertson Quay, my apartment is within walking distance to a wide range of dining and entertainment options. With the Central Business District close by as well, business travellers will also find its location ideal. Additionally, my apartment is also just a short stroll away from the culture rich Chinatown if you’re in the mood for some exploring.",https://a0.muscache.com/pictures/05b5d1cd-0d77-4178-a85b-536cf3c33e78.jpg,River Valley,1.29197,103.84052,Entire serviced apartment,Entire home/apt,6,2 baths,3,4,956,6,3,5,5,4.67,5,5,5,4.67,FALSE,,,,,0.21,Central Region,Explore Fort Canning 3BR Apartment
46475943,3BR Family Apartment in Robertson Quay,"Located on the banks of the Singapore River at the trendy Robertson Quay, my apartment is within walking distance to a wide range of dining and entertainment options. With the Central Business District close by as well, business travellers will also find its location ideal. Additionally, my apartment is also just a short stroll away from the culture rich Chinatown if you’re in the mood for some exploring.<br /><br />We do not have non-smoking rooms",https://a0.muscache.com/pictures/5ffe20be-1243-4201-ac5f-fcdf39215a8d.jpg,River Valley,1.29225,103.84032,Entire serviced apartment,Entire home/apt,6,2 baths,3,4,896,6,4,5,5,4.75,5,4.75,5,4.5,FALSE,,,,,0.13,Central Region,3BR Family Apartment in Robertson Quay
46476119,Studio Apartment in Robertson Quay,"Located on the banks of the Singapore River at the trendy Robertson Quay, my apartment is within walking distance to a wide range of dining and entertainment options. With the Central Business District close by as well, business travellers will also find its location ideal. Additionally, my apartment is also just a short stroll away from the culture rich Chinatown if you’re in the mood for some exploring.",https://a0.muscache.com/pictures/miso/Hosting-46476119/original/0cf808ea-2543-4a3d-b3e1-c888155cbf73.jpeg,Singapore River,1.2904,103.84162,Entire serviced apartment,Entire home/apt,2,1 bath,0,0,356,6,1,4,5,3,5,5,5,4,FALSE,,,,,0.2,Central Region,Studio Apartment in Robertson Quay
46491972,1 bedroom Studio unit near Orchard,Comfortable studio unit at River Valley Road a stone throw away from Singapore’s Shopping Belt Orchard Road surrounded by shopping center and super market pool and gym is located at level 2 which you will need the access card to enter. Bus 530/970/14/32/65/139 Pls note that we are self checkin kindly contact me once you have booked we will send you a PDF instruction,https://a0.muscache.com/pictures/6b737b1a-e338-414a-8ae4-8e80de2087f2.jpg,Tanglin,1.29404,103.82651,Entire condo,Entire home/apt,2,1 bath,1,1,130,92,7,4.29,4.86,3.71,5,5,4.71,4.57,FALSE,FALSE,within an hour,100%,100%,0.15,Central Region,bedroom Studio unit
46669109,Spacious and beautiful 3 bedroom at Clementi,A lively development for both ex-pats and families with very modern features and strategically located within 10minutes walk to Clementi MRT Station and bus stop just outside the condominium.<br />It is accessible by PIE and AYE expressway. Amenities within walking such as 24hours gas station cums express mini market. There are big eateries just behind the condominium.<br /><br />Housekeeping not included,https://a0.muscache.com/pictures/miso/Hosting-46669109/original/a2ae9c0b-c425-4e7c-a511-9b9639ab5b57.jpeg,Central Water Catchment,1.351,103.81921,Entire rental unit,Entire home/apt,6,2 baths,3,3,350,92,1,4,4,5,5,5,5,4,FALSE,TRUE,within an hour,100%,65%,0.02,North Region,Spacious
46686166,"Walk to Mt. Elizabeth, Splendid 2BR-1Bath (55sqm)","Merely a walk to Tan Tock Seng hospital, Elizabeth and Novena MRT, this beautiful 2-bedroom space apt for 4 guests. With utilities and all amenities included, you are just 5-mins away from Bugis Shopping district and Orchard. Free Wi-Fi in public areas and parking available along with Gym, Pool, garden and barbecues are on-site. Guests staying here for medical purpose will look forward to the easy walk to the different medical centres",https://a0.muscache.com/pictures/miso/Hosting-46686166/original/faf07a50-1df5-4a12-b954-3900af533585.jpeg,Novena,1.32389,103.8475,Entire serviced apartment,Entire home/apt,4,1 bath,2,2,425,6,9,4.89,4.78,4.89,4.44,4.78,5,4.67,FALSE,FALSE,within a day,85%,34%,0.38,Central Region,Walk to Mt Elizabeth Splendid 2BR1Bath
46686341,Walk to Mt. Elizabeth. Splendid 2Br-2Bath (60sqm),"Merely a walk to Mount Elizabeth hospital and Novena MRT, this beautiful 2-bedroom space apt for 4 guests. With utilities and all amenities included, you are just 5-mins away from Bugis Shopping district and Orchard. Free Wi-Fi in public areas and parking available along with Gym, Pool, garden and barbecues are on-site.",https://a0.muscache.com/pictures/miso/Hosting-46686341/original/c2396947-609b-47dc-a8cd-f213121205cf.jpeg,Novena,1.32417,103.84534,Entire serviced apartment,Entire home/apt,4,2 baths,2,2,479,6,5,3.6,3.8,4.6,4.2,4.4,4.2,4.2,FALSE,FALSE,within a day,75%,21%,0.17,Central Region,Walk to Mt Elizabeth Splendid 2Br2Bath
46698429,WEST COAST WALK 3-BR / 4-MINS TO BUS-STOP,"Located on the West side of the city, an apt choice for families or corporate traveling to Singapore. This spacious 3-bedroom comes with modern home appliances and facilities making your stay convenient. Easy accessibility in Singapore city via MRT and half-an-hour drive to International airport will make travelling through the city feel like a breeze.",https://a0.muscache.com/pictures/miso/Hosting-46698429/original/16139a04-8a94-4abd-8a98-2c4d57afddf4.jpeg,Clementi,1.30919,103.76177,Entire serviced apartment,Entire home/apt,6,2 baths,3,4,339,92,2,5,4.5,4.5,4,5,4.5,4.5,FALSE,FALSE,within a day,85%,34%,0.04,West Region,WEST COAST WALK BR MINS TO
46698961,"500 M to Jurong East MRT, 3BR Space","Your 3 bedroom apartment is equipped with modern features, giving out splendid views from your living area making it an ideal space for your stay in Singapore.<br /><br />This property is located in one of the most popular areas of West-side, close to Jurong MRT equipped with all facilities and appliances the apartment makes your stay just perfect.",https://a0.muscache.com/pictures/miso/Hosting-46698961/original/b861c6dd-2558-459a-87a1-4ee31753dc01.jpeg,Jurong East,1.3349,103.74079,Entire serviced apartment,Entire home/apt,5,2 baths,3,3,340,92,1,4,5,3,5,5,5,4,FALSE,FALSE,within a day,85%,34%,0.05,West Region,M to Jurong East
47295315,Nature Inspired Studio Apartment in Novena,"The property is strategically located near a few major hospitals in Singapore, Tan Tock Seng Hospital, Mount Elizabeth Novena, Mount Elizabeth Orchard, Gleneagles, Mount Alvernia Hospital, KK Women's and Children's Hospital, and Thomson Medical Centre. The property is an ideal choice for medical tourists.<br />The entire apartment and building facilities such as swimming pool, gym, residents' lounge/BBQ pits, launderette and rooftop deck.",https://a0.muscache.com/pictures/58161a52-cfb5-47f2-ab5a-07fde8022d12.jpg,Novena,1.31889,103.84879,Entire serviced apartment,Entire home/apt,2,1 bath,0,1,226,1,91,4.84,4.87,4.85,4.9,4.91,4.76,4.62,TRUE,TRUE,within an hour,97%,99%,1.92,Central Region,Nature Inspired Studio Apartment in Novena
47295571,舒适小屋！快捷方便。,"In the house: Bed wardrobes, study tables, air conditioning, and fans.<br />Outside the house: Laundry room, fully automatic drying rack, washroom.<br />Kitchen: induction cooker, electric oven, microwave, refrigerator, basic operations are all OK.",https://a0.muscache.com/pictures/335195d6-b11c-4dc2-bf7a-bca12f4637bb.jpg,Kallang,1.3145,103.84687,Private room in rental unit,Private room,1,1 shared bath,1,1,408,92,1,5,5,5,5,5,5,5,FALSE,FALSE,,,,0.03,Central Region,舒适小屋快捷方便
47295577,Nature inspired Studio Twin APT in Novena,"The property is strategically located near a few major hospitals in Singapore, Tan Tock Seng Hospital, Mount Elizabeth Novena, Mount Elizabeth Orchard, Gleneagles, Mount Alvernia Hospital, KK Women's and Children's Hospital, and Thomson Medical Centre. The property is an ideal choice for medical tourists.<br />The entire apartment and building facilities such as swimming pool, gym, residents' lounge/BBQ pits, launderette and rooftop deck.",https://a0.muscache.com/pictures/miso/Hosting-47295577/original/2bc2f8fd-27fb-4976-b304-1c219d45c15a.jpeg,Novena,1.3174,103.84859,Entire serviced apartment,Entire home/apt,2,1 bath,0,2,244,1,20,4.85,4.8,4.8,4.9,4.95,4.75,4.65,TRUE,TRUE,within an hour,97%,99%,0.47,Central Region,Nature inspired Studio Twin APT in Novena
47295777,Nature Inspired Executive Studio Apt. in Novena,"The property is strategically located near a few major hospitals in Singapore, Tan Tock Seng Hospital, Mount Elizabeth Novena, Mount Elizabeth Orchard, Gleneagles, Mount Alvernia Hospital, KK Women's and Children's Hospital, and Thomson Medical Centre. The property is an ideal choice for medical tourists.<br />The entire apartment and building facilities such as swimming pool, gym, residents' lounge/BBQ pits, launderette and rooftop deck.",https://a0.muscache.com/pictures/b3c85619-2108-413f-8d27-c2f93e50829c.jpg,Novena,1.31755,103.84892,Entire serviced apartment,Entire home/apt,2,1 bath,0,1,257,1,14,4.86,4.93,4.71,4.86,4.79,4.79,4.5,TRUE,TRUE,within an hour,97%,99%,0.3,Central Region,Nature Inspired Executive Studio Apt in Novena
47296644,Nature Inspired Executive 1BR Apartment in Novena,"The property is strategically located near a few major hospitals in Singapore, Tan Tock Seng Hospital, Mount Elizabeth Novena, Mount Elizabeth Orchard, Gleneagles, Mount Alvernia Hospital, KK Women's and Children's Hospital, and Thomson Medical Centre. The property is an ideal choice for medical tourists.<br />The entire apartment and building facilities such as swimming pool, gym, residents' lounge/BBQ pits, launderette and rooftop deck.",https://a0.muscache.com/pictures/miso/Hosting-47296644/original/d235af25-85cf-43fc-b8b0-7bd382875fa2.jpeg,Novena,1.31937,103.84827,Entire serviced apartment,Entire home/apt,2,1 bath,1,1,297,1,26,4.77,4.88,4.81,4.92,4.96,4.81,4.62,TRUE,TRUE,within an hour,97%,99%,0.55,Central Region,Nature Inspired Executive 1BR Apartment in Novena
47296851,Nature Inspired Premier 1BR Apartment in Novena,"The property is strategically located near a few major hospitals in Singapore, Tan Tock Seng Hospital, Mount Elizabeth Novena, Mount Elizabeth Orchard, Gleneagles, Mount Alvernia Hospital, KK Women's and Children's Hospital, and Thomson Medical Centre. The property is an ideal choice for medical tourists.<br />The entire apartment and building facilities such as swimming pool, gym, residents' lounge/BBQ pits, launderette and rooftop deck.",https://a0.muscache.com/pictures/0a77f54d-a985-4b2c-b8c1-24f0b34fd6fc.jpg,Novena,1.31756,103.84693,Entire serviced apartment,Entire home/apt,2,1 bath,1,1,328,1,30,4.5,4.5,4.37,4.7,4.77,4.57,4.27,TRUE,TRUE,within an hour,97%,99%,0.63,Central Region,Nature Inspired Premier 1BR Apartment in Novena
47460138,23hr selfcheckin window Singlebed near LavenderMRT,"+ Note long term 3 month tenancy and above for this room in compliance with local regulations<br />+ Upon booking, pls send me your immigrations pass, work permit, employment pass, student permit, passport, etc for laws compliance before checkin date.<br />- Private lockable singlebed room with great window view<br />- Fully Private, Airconditioned Furnished w singlebed, wardrobe, desk, chair<br />- Basic bedsheet + towel<br />- Free access to 1gbps fibre wifi<br />- Access to 2 bathrooms (shared w 4 others)",https://a0.muscache.com/pictures/miso/Hosting-47460138/original/f256563e-f97e-43a3-b8c9-13885733547c.jpeg,Kallang,1.31193,103.86304,Private room in rental unit,Private room,1,2 shared baths,1,1,38,92,1,3,3,3,5,5,5,3,TRUE,FALSE,a few days or more,17%,67%,0.02,Central Region,23hr selfcheckin window Singlebed
47477733,Quiet Window *Rm1 @ tiong bahru heritage,"- Brand new renovation 2019 March<br />- Private lockable singlebed room with window <br />- Fully Private, Airconditioned Furnished w singlebed, wardrobe, desk, chair<br />- Basic bedsheet + towel<br />- Free access to 1gbps fibre wifi<br />- Access to 2 bathrooms (shared w 4 others)",https://a0.muscache.com/pictures/miso/Hosting-47477733/original/6fe75639-8627-45b9-9ece-4255fa6db314.jpeg,Bukit Merah,1.28367,103.83527,Private room in rental unit,Private room,1,2 shared baths,1,1,60,92,1,5,5,5,5,5,5,5,TRUE,FALSE,within a day,86%,100%,0.02,Central Region,Quiet Window Rm1 tiong bahru heritage
47911042,"Double Room, DAYUSE, 8 hours: 11AM-7PM","Suffering from Jetlag and the meeting is in the afternoon? Now you can have a few hours of rest to get yourself refreshed in an ensuite double bed cabin before your important meeting.<br />Just have a few hours in Singapore and need a place to recharge before going to the next destination, ST Signature Lite is the place you rely on to have a good shower, savour nice local food and park your luggage for a quick shopping nearby.",https://a0.muscache.com/pictures/miso/Hosting-47911042/original/bb6d8d4f-bd08-4c36-b074-c72e9070f535.jpeg,Downtown Core,1.298,103.85571,Room in boutique hotel,Private room,2,1 private bath,0,1,127,1,132,4.61,4.55,4.63,4.58,4.64,4.65,4.44,TRUE,FALSE,within an hour,100%,97%,2.85,Central Region,Double Room DAYUSE hours 11AM7PM
47912630,"Double Room, SHORT OVERNIGHT, 12 hours: 9PM-9AM","Can’t find a hotel room elsewhere but need a roof over the head overnight? ST Signature can help solve this.<br />Book our private cabin with a fraction of what you paid elsewhere, you can now sleep peacefully and wake up feeling refreshed.<br /><br />Staying at the end of Singapore but working overtime and need to be in office early the next morning? We are situated right in the CBD area. You can now save on cabfare and catch up with more sleep.",https://a0.muscache.com/pictures/miso/Hosting-47912630/original/8adec4f8-0431-433e-87e3-cf7aeede3118.jpeg,Downtown Core,1.29823,103.85561,Room in boutique hotel,Private room,2,1 private bath,0,1,123,1,146,4.53,4.58,4.47,4.53,4.71,4.66,4.36,TRUE,FALSE,within an hour,100%,99%,3.21,Central Region,Double Room SHORT OVERNIGHT hours 9PM9AM
47912877,"Double, Window, SHORT OVERNIGHT, 12 hours: 9PM-9AM","Can’t find a hotel room elsewhere but need a roof over the head overnight? ST Signature can help solve this.<br />Book our private cabin with a fraction of what you paid elsewhere, you can now sleep peacefully and wake up feeling refreshed.<br /><br />Staying at the end of Singapore but working overtime and need to be in office early the next morning? We are situated right in the CBD area. You can now save on cabfare and catch up with more sleep.",https://a0.muscache.com/pictures/miso/Hosting-47912877/original/1b3048ab-8816-48bb-b911-578c14960d73.jpeg,Downtown Core,1.29674,103.85733,Room in boutique hotel,Private room,2,1 private bath,0,1,135,1,78,4.54,4.49,4.37,4.47,4.69,4.58,4.22,TRUE,FALSE,within an hour,100%,99%,1.65,Central Region,Double Window SHORT OVERNIGHT hours 9PM9AM
47945468,"Single room, shared bathroom in Tanjong Pagar","This property is located in Singapore’s central business district and is less than 10 minutes walk away from Tanjong Pagar and Outram MRT Station. Close by, you'll find fascinating Chinatown, the Tanjong Pagar Conservation District, key office buildings, banks, shops, as well as dining and entertainment establishments. Treat yourself to a sample of Singapore’s most loved local dishes at reasonable prices at nearby Maxwell and Amoy Street food center.",https://a0.muscache.com/pictures/miso/Hosting-47945468/original/3583e8f6-a4ad-4c06-87bd-0d967eba44f9.jpeg,Outram,1.2795,103.84329,Room in boutique hotel,Private room,1,1 shared bath,0,1,103,1,1048,4.76,4.83,4.75,4.74,4.86,4.9,4.63,TRUE,FALSE,within an hour,100%,100%,22.22,Central Region,Single room shared bathroom in Tanjong Pagar
47945703,"Double room, shared bathroom in Tanjong Pagar","This property is located in Singapore’s central business district and is less than 10 minutes walk away from Tanjong Pagar and Outram MRT Station. Close by, you'll find fascinating Chinatown, the Tanjong Pagar Conservation District, key office buildings, banks, shops, as well as dining and entertainment establishments. Treat yourself to a sample of Singapore’s most loved local dishes at reasonable prices at nearby Maxwell and Amoy Street food center.",https://a0.muscache.com/pictures/miso/Hosting-47945703/original/281ec309-4cda-4adb-bcc3-aeb78e13d25d.jpeg,Outram,1.27752,103.84409,Room in boutique hotel,Private room,2,1 shared bath,0,1,157,1,77,4.79,4.81,4.77,4.71,4.79,4.91,4.57,TRUE,FALSE,within an hour,100%,100%,1.72,Central Region,Double room shared bathroom in Tanjong Pagar
47945986,"Double room,window, private bathroom-Tanjong Pagar","This property is located in Singapore’s central business district and is less than 10 minutes walk away from Tanjong Pagar and Outram MRT Station. Close by, you'll find fascinating Chinatown, the Tanjong Pagar Conservation District, key office buildings, banks, shops, as well as dining and entertainment establishments. Treat yourself to a sample of Singapore’s most loved local dishes at reasonable prices at nearby Maxwell and Amoy Street food center.",https://a0.muscache.com/pictures/miso/Hosting-47945986/original/6959a248-b7ff-41bb-9850-e0cb39aaca5b.jpeg,Outram,1.27933,103.8434,Room in boutique hotel,Private room,2,1 private bath,0,1,209,1,32,4.63,4.63,4.5,4.75,4.94,4.97,4.41,TRUE,FALSE,within an hour,100%,100%,0.69,Central Region,Double roomwindow private bathroomTanjong Pagar
48019222,"Single room, shared bathroom in Chinatown","The property is located strategically in the heritage neighbourhood Chinatown and is accessible via Chinatown and Telok Ayer MRT. A bustling district full of convenient amenities, there are markets, food centres, shopping malls and various tourist attractions around the vicinity. 2 minute walk to famous eatery street and night market. 5 minute walk to Chinatown MRT station. This property is an ideal choice for tourists and transiting business travellers.",https://a0.muscache.com/pictures/miso/Hosting-48019222/original/f4f5bbc7-939c-4e40-a153-63e95e611692.jpeg,Outram,1.2813,103.84443,Room in boutique hotel,Private room,1,1 shared bath,0,1,114,1,613,4.76,4.84,4.65,4.81,4.89,4.95,4.67,TRUE,,within an hour,100%,100%,16.63,Central Region,Outram private room
48019417,"Double room, shared bathroom in Chinatown","The property is located strategically in the heritage neighbourhood Chinatown and is accessible via Chinatown and Telok Ayer MRT. A bustling district full of convenient amenities, there are markets, food centres, shopping malls and various tourist attractions around the vicinity. 2 minute walk to famous eatery street and night market. 5 minute walk to Chinatown MRT station. This property is an ideal choice for tourists and transiting business travellers.",https://a0.muscache.com/pictures/3d34c233-8d7a-4bac-9dc7-6c54a2cfc69a.jpg,Outram,1.28283,103.84501,Room in boutique hotel,Private room,2,1 shared bath,1,1,175,1,104,4.73,4.8,4.53,4.71,4.89,4.94,4.51,TRUE,,within an hour,100%,100%,3.09,Central Region,Outram private room
48019515,"Twin room, shared bathroom in Chinatown","The property is located strategically in the heritage neighbourhood Chinatown and is accessible via Chinatown and Telok Ayer MRT. A bustling district full of convenient amenities, there are markets, food centres, shopping malls and various tourist attractions around the vicinity. 2 minute walk to famous eatery street and night market. 5 minute walk to Chinatown MRT station. This property is an ideal choice for tourists and transiting business travellers.",https://a0.muscache.com/pictures/3e9cfcb3-ec66-4115-86db-6b8ddbc166f9.jpg,Outram,1.2808,103.84586,Room in boutique hotel,Private room,2,1 shared bath,0,2,175,1,56,4.68,4.8,4.61,4.57,4.77,4.91,4.61,TRUE,,within an hour,100%,100%,1.75,Central Region,Outram private room
48033280,"Double,shared bathroom,near to Jalan Besar MRT","ST Signature Jalan Besar is amid the vibrant culture, traditional aesthetics and the myriad artistic activities in Little India. It is less than 5 minutes walk away from Jalan Besar MRT station and 10-15 minutes walk from Rochor and Little India MRT stations. You can find the landmark of Sri Veeramakaliamman Temple embellished with colourful statues of Hindu deities in Little India, with graffiti art across a few streets.",https://a0.muscache.com/pictures/miso/Hosting-48033280/original/aaf09b5f-0dae-4128-930e-9af5810645f4.jpeg,Rochor,1.30658,103.85367,Room in boutique hotel,Private room,2,1 shared bath,0,1,154,1,263,4.48,4.59,4.33,4.53,4.71,4.76,4.37,TRUE,FALSE,within an hour,100%,100%,6.4,Central Region,Doubleshared bathroom
48033351,"Twin,shared bathroom,2mins walk to Jalan Besar MRT","ST Signature Jalan Besar is amid the vibrant culture, traditional aesthetics and the myriad artistic activities in Little India. It is less than 5 minutes walk away from Jalan Besar MRT station and 10-15 minutes walk from Rochor and Little India MRT stations. You can find the landmark of Sri Veeramakaliamman Temple embellished with colourful statues of Hindu deities in Little India, with graffiti art across a few streets.",https://a0.muscache.com/pictures/fba4ecc0-dcc3-4fce-a2aa-c050606a1af8.jpg,Rochor,1.3062,103.85596,Room in boutique hotel,Private room,2,1 shared bath,0,2,148,1,764,4.49,4.56,4.4,4.67,4.74,4.71,4.44,TRUE,FALSE,within an hour,100%,100%,18.96,Central Region,Twinshared bathroom to Jalan Besar
48033436,"Double,private bathroom,near to Jalan Besar MRT","ST Signature Jalan Besar is amid the vibrant culture, traditional aesthetics and the myriad artistic activities in Little India. It is less than 5 minutes walk away from Jalan Besar MRT station and 10-15 minutes walk from Rochor and Little India MRT stations. You can find the landmark of Sri Veeramakaliamman Temple embellished with colourful statues of Hindu deities in Little India, with graffiti art across a few streets.",https://a0.muscache.com/pictures/miso/Hosting-48033436/original/0afe9600-4848-4338-b697-5b99fa4de05f.jpeg,Rochor,1.30469,103.85578,Room in boutique hotel,Private room,2,1 private bath,0,1,180,1,127,4.44,4.57,4.42,4.54,4.76,4.75,4.39,TRUE,FALSE,within an hour,100%,100%,3.06,Central Region,Doubleprivate bathroom
48098802,New Queen size bed room 2 mins to Downtown MRT,"In a very central and happening area of the city. Modern, minimalist furniture, warm, homey, very open, very clean atmosphere. I take great pride on having a spotless living environment. Secured building and very safe neighborhood.",https://a0.muscache.com/pictures/03f58611-145d-464b-aa46-3c71947ff4d2.jpg,Downtown Core,1.28172,103.85342,Private room in condo,Private room,2,1 shared bath,1,,100,92,2,4.5,4.5,4,5,5,5,4.5,FALSE,FALSE,a few days or more,0%,0%,0.04,Central Region,New Queen size bed room Downtown
48127824,2BR AT WEST COAST NEAR CLEMENTI MRT STN,"This palatial two bedroom apartment can accommodate up to 4 guests. <br /><br />Facilities like complimentary Wifi, 24 hour security, light continental breakfast, cable TV, housekeeping services, laundry services as well as round the clock maintenance is available for you at just a call away. <br /><br />With all the elements of great family home, this two bedroom apartment is ideal for your family or corporates looking for the perfect blend of style and convenience.",https://a0.muscache.com/pictures/miso/Hosting-48127824/original/fd51b882-eb31-4497-8c87-0b89aef7e2b5.jpeg,Clementi,1.30038,103.76371,Entire serviced apartment,Entire home/apt,4,2 baths,2,2,691,6,1,5,5,5,5,5,5,5,FALSE,FALSE,within a day,85%,34%,0.03,West Region,2BR AT WEST COAST
48176330,STUDIO AT FORT ROAD NEAR EAST COAST PARK,"Only at a short commute from the Airport, this studio apartment is ideal for your stay in Singapore for your leisure and business stays in East. This apartment is easy accessible and located at a convenient location as it is situated near Singapore most famous tourist attractions like East Coast Park, the Singapore sports hub, Central business district as well as a few shopping centers for you to take a stroll in the mall and shop with your loved ones.",https://a0.muscache.com/pictures/miso/Hosting-48176330/original/ef0de1e1-4738-4c41-9bde-834f62fa8577.jpeg,Kallang,1.30053,103.88421,Entire serviced apartment,Entire home/apt,2,1 bath,0,1,180,7,4,4.5,4.5,5,4.75,4.5,4.75,4.25,FALSE,FALSE,within a day,85%,34%,0.11,Central Region,STUDIO AT FORT ROAD
